Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. B Mallikarjuna Kirthi,Gynecologist/obstetrician,"MBBS, DGO, MRCOG(UK), Advanced Training Skills Module in Subfertility & Reproductive Health (UK)",24 Years Experience Overall  (20 years as specialist),"Malleswaram, Bangalore",Bangalore,100%,(34 votes),₹ 850 fee
Dr. Anju Namashivaya,Gynecologist/obstetrician,"MBBS, MRCOG(UK)",22 Years Experience Overall  (12 years as specialist),"Vasanthnagar, Bangalore",Bangalore,94%,(104 votes),₹ 850 fee
Dr. Bharati Kamoji,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",28 Years Experience Overall  (25 years as specialist),"Sahakaranagar, Bangalore",Bangalore,97%,(68 votes),₹ 850 fee
Dr. Vyshnavi A Rao,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",9 Years Experience Overall  (6 years as specialist),"JP Nagar 1 Phase, Bangalore",Bangalore,97%,(106 votes),₹ 900 fee
Dr. Indira C  Reddy,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DGO",43 Years Experience Overall,"VV Puram, Bangalore",Bangalore,86%,(14 votes),₹ 600 fee
Dr. Aparna Patil,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",12 Years Experience Overall  (8 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(105 votes),₹ 600 fee
Dr. Deepthi Ashwin,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (13 years as specialist),"Cunningham Road, Bangalore",Bangalore,98%,(53 votes),₹ 600 fee
Dr. Lakshmi Kumari,Gynecologist/obstetrician,"MBBS, DGO",27 Years Experience Overall  (26 years as specialist),"Electronics City, Bangalore",Bangalore,100%,(17 votes),₹ 700 fee
Dr. Supriya Seshadri,Gynecologist/obstetrician,"MD - Obstetrics & Gynaecology, MBBS",39 Years Experience Overall  (34 years as specialist),"Old Airport Road, Bangalore",Bangalore,94%,(32 votes),₹ 1100 fee
Dr. Geeth Monnappa,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",19 Years Experience Overall  (17 years as specialist),"Vasanthnagar, Bangalore",Bangalore,99%,(92 votes),₹ 850 fee
Dr. Priya S,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",9 Years Experience Overall  (8 years as specialist),"Rajajinagar, Bangalore",Bangalore,99%,(92 votes),₹ 500 fee
Dr. Madhuri Vidyashankar P,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",22 Years Experience Overall  (18 years as specialist),"Millers Road, Bangalore",Bangalore,96%,(56 votes),₹ 1000 fee
Dr. Kiran R. Konda,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",6 Years Experience Overall  (2 years as specialist),"Rajajinagar, Bangalore",Bangalore,96%,(56 votes),₹ 500 fee
Dr. Priyanka S,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",6 Years Experience Overall  (2 years as specialist),"Rajajinagar, Bangalore",Bangalore,96%,(56 votes),₹ 500 fee
Dr. (Mrs.) Vishnu Vandana,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (13 years as specialist),"HSR Layout, Bangalore",Bangalore,96%,(56 votes),₹ 500 fee
Dr. T. Shilpa Reddy,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",8 Years Experience Overall  (3 years as specialist),"Kumara Park West, Bangalore",Bangalore,96%,(56 votes),₹ 900 fee
Dr. Nusrat,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (14 years as specialist),"Banashankari, Bangalore",Bangalore,96%,(27 votes),₹ 600 fee
Dr. Meghana Sreenivas,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",4 Years Experience Overall  (1 year as specialist),"Rajajinagar, Bangalore",Bangalore,96%,(27 votes),₹ 500 fee
Dr. Ambika V,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",21 Years Experience Overall  (16 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,84%,(61 votes),₹ 950 fee
Dr. Sharvari Mundhe,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",8 Years Experience Overall  (5 years as specialist),"Sarjapur Road, Bangalore",Bangalore,84%,(61 votes),₹ 900 fee
Dr. Jhansi Lakshmi Peddi,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",12 Years Experience Overall  (9 years as specialist),"Kundalahalli, Bangalore",Bangalore,95%,(20 votes),₹ 650 fee
Dr. Sunil Eshwar,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",23 Years Experience Overall  (18 years as specialist),"JP Nagar, Bangalore",Bangalore,97%,(677 votes),₹ 1000 fee
Dr. Anu Sadashiv B,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",5 Years Experience Overall  (4 years as specialist),"Kumara Park West, Bangalore",Bangalore,97%,(677 votes),₹ 900 fee
Dr. Rathnamani,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",18 Years Experience Overall  (13 years as specialist),"Marathahalli, Bangalore",Bangalore,98%,(137 votes),₹ 900 fee
Dr. Harsha V Reddy,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",21 Years Experience Overall  (16 years as specialist),"Bellandur, Bangalore",Bangalore,95%,(311 votes),₹ 850 fee
Dr. Ritu Choudhary,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",15 Years Experience Overall  (10 years as specialist),"Electronics City, Bangalore",Bangalore,96%,(136 votes),₹ 650 fee
Dr. Suguna Reddy,Gynecologist/obstetrician,"MBBS, DGO",33 Years Experience Overall  (28 years as specialist),"Koramangala 6 Block, Bangalore",Bangalore,63%,(16 votes),₹ 650 fee
Dr. Manju Deepthi B,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (4 years as specialist),"Kothanur, Bangalore",Bangalore,97%,(38 votes),₹ 450 fee
Dr. Krishna Shaw,Gynecologist/obstetrician,"MBBS, DGO",31 Years Experience Overall  (25 years as specialist),"Electronics City, Bangalore",Bangalore,75%,(44 votes),₹ 850 fee
Dr. Sowbhagya B,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",23 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,94%,(17 votes),₹ 710 fee
Dr. Nagaveni.R,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (13 years as specialist),"HRBR Layout, Bangalore",Bangalore,100%,(837 votes),₹ 700 fee
Dr. Sangeetha,Gynecologist/obstetrician,"Fellowship in Reproductive Medicine, MD - Obstetrics & Gynaecology, MBBS",12 Years Experience Overall  (9 years as specialist),"Marathahalli, Bangalore",Bangalore,99%,(285 votes),₹ 700 fee
Dr. Vinutha Prashanth,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (11 years as specialist),"Kanakpura Road, Bangalore",Bangalore,100%,(455 votes),₹ 700 fee
Dr. Sreeja Rani V R,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",26 Years Experience Overall  (20 years as specialist),"Whitefield, Bangalore",Bangalore,82%,(74 votes),₹ 600 fee
Dr. Vinod Kumar N,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",18 Years Experience Overall  (12 years as specialist),"JP Nagar 1 Phase, Bangalore",Bangalore,82%,(74 votes),₹ 900 fee
Dr. Padmalatha,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (17 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,100%,(193 votes),₹ 750 fee
Dr. Anuprabha Karthik,Gynecologist/obstetrician,"MBBS, DGO",15 Years Experience Overall  (11 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,100%,(86 votes),₹ 800 fee
Dr. Manjula Shivshankar,Gynecologist/obstetrician,"MBBS, DGO",39 Years Experience Overall,"Old Airport Road, Bangalore",Bangalore,35%,(23 votes),₹ 1100 fee
Dr. Kathyaini V S,Gynecologist/obstetrician,"MBBS, DGO",11 Years Experience Overall  (10 years as specialist),"Banashankari, Bangalore",Bangalore,100%,(13 votes),₹ 500 fee
Dr. Chetan Nelvigi,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",31 Years Experience Overall  (30 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,88%,(24 votes),₹ 950 fee
Dr. Kavitha G Pujar,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",21 Years Experience Overall  (17 years as specialist),"Whitefield, Bangalore",Bangalore,98%,(42 votes),₹ 600 fee
Dr. Swati Shree,Gynecologist/obstetrician,"MBBS, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology",6 Years Experience Overall,"Bellandur, Bangalore",Bangalore,98%,(42 votes),₹ 700 fee
Dr. BM Mamatha,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",34 Years Experience Overall  (30 years as specialist),"Koramangala 6 Block, Bangalore",Bangalore,98%,(42 votes),₹ 600 fee
Dr. Anjana Ramesh,Gynecologist/obstetrician,"DNB - Obstetrics & Gynecology, MBBS, MD - Obstetrics & Gynaecology",35 Years Experience Overall  (29 years as specialist),"HAL 3rd Stage, Bangalore",Bangalore,85%,(40 votes),₹ 600 fee
Dr. Priyanka Mohan,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",13 Years Experience Overall  (9 years as specialist),"Bellandur, Bangalore",Bangalore,100%,(27 votes),₹ 850 fee
Dr. Suchindra R,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",16 Years Experience Overall  (15 years as specialist),"Indiranagar, Bangalore",Bangalore,87%,(46 votes),₹ 900 fee
Dr. Vidya Gayathri S,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (11 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(89 votes),₹ 850 fee
Dr. Pavana Prakash,Gynecologist/obstetrician,"MBBS, DGO",23 Years Experience Overall  (16 years as specialist),"VV Puram, Bangalore",Bangalore,100%,(39 votes),₹ 600 fee
Dr. Geetha S,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (14 years as specialist),"Electronics City, Bangalore",Bangalore,90%,(29 votes),₹ 650 fee
Dr. Sharvani,Gynecologist/obstetrician,"MBBS, DGO",12 Years Experience Overall  (11 years as specialist),"KR Puram, Bangalore",Bangalore,90%,(29 votes),₹ 450 fee
Dr. Triveni Arun,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",17 Years Experience Overall  (12 years as specialist),"Sahakaranagar, Bangalore",Bangalore,100%,(44 votes),₹ 850 fee
Dr. Priyanka Dilip Kumar,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (9 years as specialist),"New BEL Road, Bangalore",Bangalore,100%,(44 votes),₹ 900 fee
Dr. Sahana Deshpande,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",18 Years Experience Overall  (17 years as specialist),"Kanakpura Road, Bangalore",Bangalore,100%,(44 votes),₹ 700 fee
Dr. Divya L,Gynecologist/obstetrician,"MBBS, DGO",18 Years Experience Overall  (15 years as specialist),"Nagasandra, Bangalore",Bangalore,100%,(12 votes),₹ 550 fee
Dr. Deepshika Jha,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (7 years as specialist),"Hebbal, Bangalore",Bangalore,99%,(104 votes),₹ 850 fee
Dr. Smitha R,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",26 Years Experience Overall  (21 years as specialist),"VV Puram, Bangalore",Bangalore,99%,(104 votes),₹ 600 fee
Dr. Sangeetha Rao T P,Gynecologist/obstetrician,"MBBS, DGO",15 Years Experience Overall  (11 years as specialist),"Jayanagar, Bangalore",Bangalore,94%,(17 votes),₹ 600 fee
Dr. Shivani Chandan L,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (8 years as specialist),"JP Nagar, Bangalore",Bangalore,98%,(44 votes),₹ 800 fee
Dr. Harinath K S,Gynecologist/obstetrician,"MBBS, DGO",16 Years Experience Overall  (11 years as specialist),"Richmond Town, Bangalore",Bangalore,100%,(13 votes),₹ 600 fee
Dr. Navya N,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, FNB - Maternal & Foetal Medicine",9 Years Experience Overall  (7 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,100%,(13 votes),₹ 1100 fee
Dr. Teresa Karpagaselvi,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",9 Years Experience Overall  (8 years as specialist),"Akshaya nagar, Bangalore",Bangalore,100%,(13 votes),₹ 500 fee
Dr. Suchithra Reddy,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",12 Years Experience Overall  (7 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(14 votes),₹ 750 fee
Dr. Ramya Shankar,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (14 years as specialist),"Banashankari, Bangalore",Bangalore,100%,(14 votes),₹ 600 fee
Dr. Jyothi Rajesh,Gynecologist/obstetrician,"MBBS, DGO",26 Years Experience Overall  (23 years as specialist),"Bellandur, Bangalore",Bangalore,27%,(11 votes),₹ 700 fee
Dr. Bhavana Girish,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",11 Years Experience Overall  (8 years as specialist),"Banashankari, Bangalore",Bangalore,27%,(11 votes),₹ 700 fee
Dr. S K Bharathi Reddy,Gynecologist/obstetrician,"MBBS, DGO",22 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,59%,(27 votes),₹ 800 fee
Dr. Nidhi Jhawar,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",10 Years Experience Overall,"Richmond Town, Bangalore",Bangalore,59%,(27 votes),₹ 1200 fee
Dr. Roopa B A,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",9 Years Experience Overall,"Sampangiramnagar, Bangalore",Bangalore,59%,(27 votes),₹ 800 fee
Dr. Priyanka Rani,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",17 Years Experience Overall  (11 years as specialist),"Electronics City, Bangalore",Bangalore,82%,(11 votes),₹ 550 fee
Dr. Reetu G. Naresh,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",27 Years Experience Overall  (20 years as specialist),"VV Puram, Bangalore",Bangalore,82%,(11 votes),₹ 600 fee
Dr. Rita Mhaskar,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",43 Years Experience Overall  (39 years as specialist),"Koramangala 1 Block, Bangalore",Bangalore,91%,(260 votes),₹ 1000 fee
Dr. Gaana Sreenivas,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",11 Years Experience Overall  (4 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,91%,(260 votes),₹ 950 fee
Dr. Shruthi R,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",8 Years Experience Overall  (5 years as specialist),"Banashankari, Bangalore",Bangalore,91%,(260 votes),₹ 500 fee
Dr. Rubeena Zainab,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (10 years as specialist),"Indiranagar, Bangalore",Bangalore,91%,(260 votes),₹ 900 fee
Dr. Punyashree R M,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",7 Years Experience Overall  (3 years as specialist),"Yelahanka, Bangalore",Bangalore,91%,(260 votes),₹ 900 fee
Dr. Charishma Chand Yadav K,Gynecologist/obstetrician,"MBBS, DGO",12 Years Experience Overall  (8 years as specialist),"Whitefield, Bangalore",Bangalore,91%,(260 votes),₹ 700 fee
Dr. Radha S Rao,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)",24 Years Experience Overall  (19 years as specialist),"Jayanagar 5 Block, Bangalore",Bangalore,98%,(794 votes),₹ 700 fee
Dr. Disha Sridhar,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (17 years as specialist),"Indiranagar, Bangalore",Bangalore,85%,(66 votes),₹ 700 fee
Dr. M. Gowri,Gynecologist/obstetrician,"MBBS, DGO",33 Years Experience Overall  (28 years as specialist),"HSR Layout, Bangalore",Bangalore,91%,(1675 votes),₹ 700 fee
Dr. Bhargavi V,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",22 Years Experience Overall  (18 years as specialist),"T Dasarahalli, Bangalore",Bangalore,97%,(219 votes),₹ 400 fee
Dr. Lakshmi Devi,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (12 years as specialist),"Kadugodi, Bangalore",Bangalore,95%,(314 votes),₹ 500 fee
Dr. Sriprada Vinekar,Gynecologist/obstetrician,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MBBS",24 Years Experience Overall  (17 years as specialist),"Malleswaram, Bangalore",Bangalore,99%,(422 votes),₹ 850 fee
Dr. Shobha N. Gudi,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)",31 Years Experience Overall,"Jayanagar 9 Block, Bangalore",Bangalore,91%,(43 votes),₹ 650 fee
Dr. Gowri,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",26 Years Experience Overall  (20 years as specialist),"Indiranagar, Bangalore",Bangalore,92%,(71 votes),₹ 700 fee
Dr. Apoorva Pallam Reddy,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (9 years as specialist),"Jayanagar 5 Block, Bangalore",Bangalore,97%,(605 votes),₹ 700 fee
Dr. Amrita Rao,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",29 Years Experience Overall  (20 years as specialist),"Old Airport Road, Bangalore",Bangalore,93%,(100 votes),₹ 1100 fee
Dr. S.K Sharma,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, DGO",47 Years Experience Overall  (41 years as specialist),"Old Airport Road, Bangalore",Bangalore,86%,(72 votes),₹ 850 fee
Dr. Roopa R,Gynecologist/obstetrician,"MBBS, DGO",27 Years Experience Overall  (22 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,96%,(47 votes),₹ 500 fee
Dr. Suhasini Inamdar,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",38 Years Experience Overall  (35 years as specialist),"Indiranagar, Bangalore",Bangalore,96%,(157 votes),₹ 800 fee
Dr. Smitha A.P.,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (12 years as specialist),"Old Airport Road, Bangalore",Bangalore,99%,(110 votes),₹ 850 fee
Dr. Gauhar Jahan,Gynecologist/obstetrician,"MBBS, DGO",36 Years Experience Overall  (25 years as specialist),"Jayanagar 4 Block, Bangalore",Bangalore,96%,(24 votes),₹ 300 fee
Dr. Latha Shankar,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology, Diploma in Reproductive Medicine (Germany)",29 Years Experience Overall  (25 years as specialist),"Sahakaranagar, Bangalore",Bangalore,97%,(167 votes),₹ 850 fee
Dr. Ayesha Sharieff,Gynecologist/obstetrician,"MBBS, MRCOG(UK)",32 Years Experience Overall  (14 years as specialist),"Jayanagar 5 Block, Bangalore",Bangalore,76%,(21 votes),₹ 600 fee
Dr. Anuradha S,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",34 Years Experience Overall  (21 years as specialist),"Malleswaram, Bangalore",Bangalore,95%,(473 votes),₹ 850 fee
Dr. Triveni M P,Gynecologist/obstetrician,"MBBS, DGO",22 Years Experience Overall  (17 years as specialist),"HSR Layout, Bangalore",Bangalore,95%,(302 votes),₹ 500 fee
Dr. Dharani Bai G,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",31 Years Experience Overall  (26 years as specialist),"Whitefield, Bangalore",Bangalore,88%,(497 votes),₹ 650 fee
Dr. Asha Vijendra Gowda,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (17 years as specialist),"Nagarbhavi 2nd Stage, Bangalore",Bangalore,91%,(46 votes),₹ 500 fee
Dr. N Shailaja,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, DGO, DNB - Obstetrics & Gynecology, MRCOG(UK)",22 Years Experience Overall  (19 years as specialist),"JP Nagar 8 Phase, Bangalore",Bangalore,98%,(1597 votes),₹ 400 fee
Dr. Shanthala S,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",28 Years Experience Overall  (17 years as specialist),"Banashankari, Bangalore",Bangalore,81%,(97 votes),₹ 600 fee
Dr. Shruthi K,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (11 years as specialist),"Old Airport Road, Bangalore",Bangalore,88%,(165 votes),₹ 500 fee
Dr. Anupama Rani,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (12 years as specialist),"Marathahalli, Bangalore",Bangalore,99%,(319 votes),₹ 500 fee
Dr. Rekha Prashanth,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",29 Years Experience Overall  (22 years as specialist),"Koramangala 6 Block, Bangalore",Bangalore,89%,(229 votes),₹ 600 fee
Dr. Daksha Bakre,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (11 years as specialist),"Bellandur, Bangalore",Bangalore,97%,(932 votes),₹ 850 fee
Dr. Jakka Sai Manasa Reddy,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",10 Years Experience Overall  (7 years as specialist),"Whitefield, Bangalore",Bangalore,96%,(51 votes),₹ 800 fee
Dr. Leena C D,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",31 Years Experience Overall  (24 years as specialist),"Hebbal, Bangalore",Bangalore,96%,(51 votes),₹ 800 fee
Dr. Kamini Arvind Rao,Gynecologist/obstetrician,"MBBS, DGO, Diploma in Child Health (DCH), MRCOG(UK), FRCOG (UK)",47 Years Experience Overall  (40 years as specialist),"JP Nagar 1 Phase, Bangalore",Bangalore,90%,(168 votes),₹ 1200 fee
Dr. Arunima Halder,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine",13 Years Experience Overall  (8 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(39 votes),₹ 800 fee
Dr. Savitha G,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",19 Years Experience Overall  (15 years as specialist),"Rajajinagar, Bangalore",Bangalore,100%,(26 votes),₹ 450 fee
Dr. Asha Devi,Gynecologist/obstetrician,"MBBS, DGO",38 Years Experience Overall  (34 years as specialist),"RT Nagar, Bangalore",Bangalore,100%,(26 votes),₹ 450 fee
Dr. Rashmi Choudhary,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology, MNAMS - Obstetrics & Gynaecology",33 Years Experience Overall  (28 years as specialist),"Bellandur, Bangalore",Bangalore,96%,(486 votes),₹ 850 fee
Dr. Divya K,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",14 Years Experience Overall  (9 years as specialist),"JP Nagar, Bangalore",Bangalore,96%,(486 votes),₹ 650 fee
Dr. Manju Nair,Gynecologist/obstetrician,"MBBS, DGO, MS - Obstetrics & Gynaecology, Post Doctoral Fellowship in Reproductive Medicine",21 Years Experience Overall  (18 years as specialist),"Old Airport Road, Bangalore",Bangalore,98%,(719 votes),₹ 850 fee
Dr. Aruna Muralidhar,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)",26 Years Experience Overall  (21 years as specialist),"Jayanagar 5 Block, Bangalore",Bangalore,99%,(678 votes),₹ 700 fee
Dr. Reeta Biliangady,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology, DGO",42 Years Experience Overall  (38 years as specialist),"Jayanagar, Bangalore",Bangalore,91%,(92 votes),₹ 850 fee
Dr. Mamatha Devi S,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",33 Years Experience Overall  (20 years as specialist),"Koramangala 6 Block, Bangalore",Bangalore,97%,(550 votes),₹ 500 fee
Dr. Himanshu Singhal,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",24 Years Experience Overall  (15 years as specialist),"Whitefield, Bangalore",Bangalore,99%,(605 votes),₹ 850 fee
Dr. Shanthala Thuppanna,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",23 Years Experience Overall  (19 years as specialist),"Sarjapur Road, Bangalore",Bangalore,83%,(80 votes),₹ 700 fee
Dr. Bharathi Rajanna,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",35 Years Experience Overall  (31 years as specialist),"Victoria Layout, Bangalore",Bangalore,90%,(101 votes),₹ 500 fee
Dr. Rekha T.P,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",29 Years Experience Overall  (21 years as specialist),"Whitefield, Bangalore",Bangalore,91%,(43 votes),₹ 500 fee
Dr. Namrata Nagendra,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (10 years as specialist),"HSR Layout, Bangalore",Bangalore,99%,(396 votes),₹ 650 fee
Dr. Madhuri Patil,Gynecologist/obstetrician,"MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG), MBBS, DGO",38 Years Experience Overall  (37 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,82%,(22 votes),₹ 1000 fee
Dr. Rashmi TN,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",14 Years Experience Overall  (8 years as specialist),"JP Nagar, Bangalore",Bangalore,94%,(302 votes),₹ 600 fee
Dr. A K Shiny Prem,Gynecologist/obstetrician,"MBBS, DGO, MD - Biochemistry",17 Years Experience Overall  (7 years as specialist),"Indiranagar, Bangalore",Bangalore,97%,(39 votes),₹ 600 fee
Dr. Megha Tuli,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",12 Years Experience Overall  (7 years as specialist),"JP Nagar, Bangalore",Bangalore,97%,(39 votes),₹ 0 fee
Dr. Arathi.S.M,Gynecologist/obstetrician,"MBBS, DGO",27 Years Experience Overall  (10 years as specialist),"Jayanagar 5 Block, Bangalore",Bangalore,100%,(12 votes),₹ 600 fee
