Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Remya Premkumar,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",12 Years Experience Overall,"CV Raman Nagar, Bangalore",Bangalore,100%,(52 votes),₹ 500 fee
Dr. Vasuda Rajanna,Dentist,"BDS, MDS - Public Health Dentistry",17 Years Experience Overall  (16 years as specialist),"JP Nagar, Bangalore",Bangalore,99%,(119 votes),₹350
Dr. Vidya K.,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",16 Years Experience Overall,"HRBR Layout, Bangalore",Bangalore,100%,(28 votes),₹400
Dr. Jayashri M,Dentist,"BDS, MDS - Periodontics",1 Year Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(28 votes),₹500
Dr. Minal Deoghare,Dentist,BDS,12 Years Experience Overall,"Hebbal, Bangalore",Bangalore,100%,(28 votes),₹ 500 fee
Dr. Divya V,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",11 Years Experience Overall  (10 years as specialist),"Bommasandra, Bangalore",Bangalore,100%,(28 votes),₹300
Dr. Gouthami Datta,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",9 Years Experience Overall  (8 years as specialist),"Kanakpura Road, Bangalore",Bangalore,100%,(28 votes),₹ 300 fee
Dr. Debarchhana Jena,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS",10 Years Experience Overall  (9 years as specialist),"Kothanur, Bangalore",Bangalore,96%,(109 votes),₹350
Dr. Sweta S,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",8 Years Experience Overall  (1 year as specialist),"Vasanthnagar, Bangalore",Bangalore,96%,(109 votes),₹ 600 fee
Dr. Aiman Khan,Dentist,BDS,5 Years Experience Overall,"Vasanthnagar, Bangalore",Bangalore,96%,(109 votes),₹ 600 fee
Dr. Aditi Chandra,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",14 Years Experience Overall  (13 years as specialist),"Whitefield, Bangalore",Bangalore,99%,(323 votes),₹ 600 fee
Dr. Kiran D V,Dentist,BDS,20 Years Experience Overall,"Bannerghatta Road, Bangalore",Bangalore,100%,(12 votes),₹200
Dr. Shabnam M Khan,Dentist,BDS,11 Years Experience Overall,"Jayanagar, Bangalore",Bangalore,100%,(12 votes),₹ 250 fee
Dr. Jisha Thankam,Dentist,BDS,23 Years Experience Overall,"CV Raman Nagar, Bangalore",Bangalore,100%,(12 votes),₹350
Dr. Eshani Kaul,Dentist,BDS,11 Years Experience Overall  (10 years as specialist),"Banashankari 3rd Stage, Bangalore",Bangalore,97%,(35 votes),₹200
Dr. Vishnu Vardhan,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",10 Years Experience Overall  (5 years as specialist),"Jayanagar, Bangalore",Bangalore,97%,(35 votes),₹ 300 fee
Dr. Chaitanya S. H,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",21 Years Experience Overall  (20 years as specialist),"Jeevanbhimanagar, Bangalore",Bangalore,98%,(125 votes),₹500
Dr. Raghu Nandan,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",7 Years Experience Overall,"Sahakaranagar, Bangalore",Bangalore,98%,(125 votes),₹300
Dr. Sridevi,Dentist,BDS,19 Years Experience Overall,"Vidyaranyapura, Bangalore",Bangalore,100%,(75 votes),₹300
Dr. Partha Pratim Roy,Dentist,"BDS, MDS - Periodontology and Oral Implantology",11 Years Experience Overall  (6 years as specialist),"Kothanur, Bangalore",Bangalore,94%,(17 votes),₹300
Dr. Pooja  Borkar Chakraborty,Dentist,"BDS, MDS - Periodontics",13 Years Experience Overall  (11 years as specialist),"Yelenahalli, Bangalore",Bangalore,100%,(33 votes),₹200
Dr. Farooq Ahmed,Dentist,BDS,25 Years Experience Overall  (24 years as specialist),"Frazer Town, Bangalore",Bangalore,100%,(166 votes),₹300
Dr. Arpita Dutta,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",11 Years Experience Overall,"Electronics City, Bangalore",Bangalore,100%,(25 votes),₹200
Dr. Anmol Bhat,Dentist,BDS,2 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(25 votes),₹ 500 fee
Dr. Chitra S Shetty,Dentist,BDS,22 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,97%,(34 votes),₹ 400 fee
Dr. Ann Thomas,Dentist,BDS,17 Years Experience Overall,"Ramamurthy Nagar, Bangalore",Bangalore,97%,(34 votes),₹100
Dr. Veena Shambulinga,Dentist,BDS,30 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,97%,(34 votes),₹300
Dr. Vani U Bhat,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",11 Years Experience Overall,"Kanakpura Road, Bangalore",Bangalore,97%,(34 votes),₹300
Dr. Shilpa Chittuluru,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",15 Years Experience Overall  (8 years as specialist),"Kanakpura Road, Bangalore",Bangalore,95%,(22 votes),₹500
Dr. Nida,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",12 Years Experience Overall  (10 years as specialist),"Jayanagar, Bangalore",Bangalore,100%,(154 votes),₹300
Dr. Soumya Panchajanya,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",13 Years Experience Overall  (12 years as specialist),"Yelenahalli, Bangalore",Bangalore,98%,(53 votes),₹500
Dr. Shaista Durrani,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS",13 Years Experience Overall  (12 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(15 votes),₹300
Dr. R Bharathi Deepak,Dentist,BDS,20 Years Experience Overall,"Mathikere - BEL, Bangalore",Bangalore,100%,(15 votes),₹300
Dr. Sindhuri,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",11 Years Experience Overall  (10 years as specialist),"Arekere, Bangalore",Bangalore,100%,(88 votes),₹500
Dr. Adarsh MS,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",21 Years Experience Overall,"Chamarajpet, Bangalore",Bangalore,97%,(95 votes),₹300
Dr. Chethan S,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",10 Years Experience Overall  (5 years as specialist),"HSR Layout, Bangalore",Bangalore,97%,(95 votes),₹ 750 fee
Dr. Lakshmi C,Dentist,"BDS, MDS - Oral Medicine and Radiology",6 Years Experience Overall  (3 years as specialist),"KR Puram, Bangalore",Bangalore,96%,(55 votes),₹ 300 fee
Dr. Shyamala Pakki,Dentist,BDS,16 Years Experience Overall  (15 years as specialist),"Thanisandra, Bangalore",Bangalore,96%,(55 votes),₹ 300 fee
Dr. Tasmiya Kouser,Dentist,BDS,5 Years Experience Overall,"Lingarajapuram, Bangalore",Bangalore,100%,(21 votes),₹200
Dr. Sulaxana Birkodi,Dentist,"BDS, P.G. Diploma in Conservative Dentistry",14 Years Experience Overall,"New Thippasandra, Bangalore",Bangalore,100%,(104 votes),₹ 500 fee
Dr. Sapna Paniker,Dentist,BDS,28 Years Experience Overall,"Jeevanbhimanagar, Bangalore",Bangalore,100%,(13 votes),₹400
Dr. Anup Belludi,Dentist,"MDS - Orthodontics, BDS",29 Years Experience Overall  (21 years as specialist),"Vijayanagar, Bangalore",Bangalore,100%,(13 votes),₹300
Dr. Sunil Anto,Dentist,BDS,21 Years Experience Overall,"Ulsoor, Bangalore",Bangalore,100%,(13 votes),₹400
Dr. Dharmishtha N Chovatiya,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS",12 Years Experience Overall  (11 years as specialist),"HRBR Layout, Bangalore",Bangalore,100%,(22 votes),₹ 600 fee
Dr. Kumar Gaurav,Dentist,"BDS, MDS - Periodontics",12 Years Experience Overall  (11 years as specialist),"HSR Layout, Bangalore",Bangalore,100%,(15 votes),₹400
Dr. Samadnya Jawalekar,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",12 Years Experience Overall  (11 years as specialist),"HSR Layout, Bangalore",Bangalore,100%,(58 votes),₹500
Dr. Latha.G,Dentist,"BDS, MDS - Periodontics",16 Years Experience Overall  (5 years as specialist),"BTM Layout, Bangalore",Bangalore,100%,(58 votes),₹300
Dr. Imtiaz Ahmed,Dentist,BDS,34 Years Experience Overall,"Upparahalli, Bangalore",Bangalore,100%,(58 votes),₹200
Dr. Shameel Ahmed Shariff,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",11 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(58 votes),₹ 200 fee
Dr. Dinesh Shetty,Dentist,BDS,19 Years Experience Overall,"Millers Road, Bangalore",Bangalore,100%,(67 votes),₹ 1000 fee
Dr. Sanjna K Sreenivasan,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS",5 Years Experience Overall,"Kasturi nagar, Bangalore",Bangalore,100%,(67 votes),₹300
Dr. Harini Krishnan,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",7 Years Experience Overall  (6 years as specialist),"Kanakpura Road, Bangalore",Bangalore,100%,(67 votes),₹ 300 fee
Dr. Sowmya Subash,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",18 Years Experience Overall,"Sanjay Nagar, Bangalore",Bangalore,100%,(67 votes),₹300
Dr. Arya Madhurkar,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",8 Years Experience Overall  (7 years as specialist),"Banashankari 2nd Stage, Bangalore",Bangalore,100%,(67 votes),₹400
Dr. Jeba Mary Nadar,Dentist,BDS,13 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,100%,(67 votes),₹500
Dr. Sinita Pauline Roberts,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",5 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(67 votes),₹ 550 fee
Dr. Uzma Hassan,Dentist,BDS,6 Years Experience Overall,"Koramangala 4 Block, Bangalore",Bangalore,100%,(67 votes),₹ 500 fee
Dr. Vinutha M,Dentist,BDS,5 Years Experience Overall,"CV Raman Nagar, Bangalore",Bangalore,100%,(67 votes),₹ 250 fee
Dr. Kishor S Gowda,Dentist,BDS,5 Years Experience Overall,"Horamavu, Bangalore",Bangalore,100%,(67 votes),₹400
Dr. Aruna H,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",17 Years Experience Overall  (16 years as specialist),"Malleswaram, Bangalore",Bangalore,100%,(67 votes),₹500
Dr. Sowkya,Dentist,BDS,7 Years Experience Overall,"RT Nagar, Bangalore",Bangalore,100%,(67 votes),₹200
Dr. Nida Shaik,Dentist,BDS,10 Years Experience Overall  (8 years as specialist),"Sahakaranagar, Bangalore",Bangalore,100%,(67 votes),₹300
Dr. Prashanth Bhat,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",11 Years Experience Overall,"Seshadripuram, Bangalore",Bangalore,100%,(67 votes),₹ 740 fee
Dr. Reena Augustine,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",9 Years Experience Overall,"Kalyan Nagar, Bangalore",Bangalore,100%,(67 votes),₹300
Dr. Vinay Ashok Kumar,Dentist,BDS,5 Years Experience Overall,"Jayanagar, Bangalore",Bangalore,100%,(13 votes),₹ 300 fee
Dr. Mohammad Asif Kiresur,Dentist,"BDS, MDS - Oral Pathalogy & Microbiology",14 Years Experience Overall,"Koramangala, Bangalore",Bangalore,100%,(13 votes),₹500
Dr. Soumyashree BV,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",15 Years Experience Overall,"Sanjay Nagar, Bangalore",Bangalore,100%,(13 votes),₹ 300 fee
Dr. Pallapoiu Vasavi,Dentist,BDS,5 Years Experience Overall,"Sarjapur Road, Bangalore",Bangalore,100%,(13 votes),₹ 500 fee
Dr. Jamoy James,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(13 votes),₹500
Dr. Suraiya Taranum,Dentist,BDS,2 Years Experience Overall,"BTM Layout 1st Stage, Bangalore",Bangalore,100%,(13 votes),₹ 300 fee
Dr. Priya Gohokar,Dentist,BDS,7 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(13 votes),₹350
Dr. Preethi Naidu,Dentist,BDS,13 Years Experience Overall,"BTM Layout 1st Stage, Bangalore",Bangalore,100%,(13 votes),₹300
Dr. Sushmita,Dentist,BDS,4 Years Experience Overall,"Chamarajpet, Bangalore",Bangalore,100%,(13 votes),₹300
Dr. Shoba Harish Kumar,Dentist,BDS,21 Years Experience Overall,"Sadashivanagar, Bangalore",Bangalore,100%,(13 votes),₹ 500 fee
Dr. Keerthana K,Dentist,"MDS - Oral & Maxillofacial Surgery and Oral Implantology, BDS",4 Years Experience Overall,"VV Puram, Bangalore",Bangalore,100%,(13 votes),₹350
Dr. Ravuru Neeharika,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology",11 Years Experience Overall,"Mahadevapura, Bangalore",Bangalore,100%,(13 votes),₹ 500 fee
Dr. Manoj Kumari,Dentist,BDS,9 Years Experience Overall,"West Of Chord Road, Bangalore",Bangalore,100%,(13 votes),₹300
Dr. Mohamed Asadulla,Dentist,BDS,7 Years Experience Overall,"Upparahalli, Bangalore",Bangalore,100%,(13 votes),₹300
Dr. Judith Christina,Dentist,BDS,5 Years Experience Overall  (3 years as specialist),"HRBR Layout, Bangalore",Bangalore,100%,(13 votes),₹ 500 fee
Dr. Sheena Roberts,Dentist,BDS,12 Years Experience Overall,"Koramangala, Bangalore",Bangalore,100%,(13 votes),₹ 500 fee
Dr. Sharanya Shaker,Dentist,BDS,8 Years Experience Overall,"JP Nagar, Bangalore",Bangalore,100%,(13 votes),₹ 500 fee
Dr. Vishwanath,Dentist,"BDS, MDS - Orthodontics",23 Years Experience Overall  (15 years as specialist),"Kadugodi, Bangalore",Bangalore,91%,(33 votes),₹ 500 fee
Dr. Prashanth,Dentist,"BDS, Post Graduate Diploma in Orthodontics",24 Years Experience Overall,"Vijayanagar, Bangalore",Bangalore,96%,(1341 votes),₹ 200 fee
Dr. Shantipriya Reddy,Dentist,"BDS, MDS - Periodontics",33 Years Experience Overall  (32 years as specialist),"Old Airport Road, Bangalore",Bangalore,94%,(31 votes),₹300
Dr. Divyashree Rajendra,Dentist,"MDS - Orthodontics, BDS",20 Years Experience Overall  (18 years as specialist),"HSR Layout, Bangalore",Bangalore,98%,(2153 votes),₹ 700 fee
Dr. Nikhar Ravinder,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",21 Years Experience Overall  (17 years as specialist),"Whitefield, Bangalore",Bangalore,99%,(1153 votes),₹ 600 fee
Dr. Arundati Krishna Raj,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",19 Years Experience Overall  (18 years as specialist),"RT Nagar, Bangalore",Bangalore,98%,(351 votes),₹ 200 fee
Dr. Vishwanath Rangdhol,Dentist,"MDS - Oral Medicine and Radiology, BDS",26 Years Experience Overall  (25 years as specialist),"Nagawara, Bangalore",Bangalore,100%,(144 votes),₹ 300 fee
Dr. Shaila Kumar,Dentist,BDS,30 Years Experience Overall  (29 years as specialist),"Whitefield, Bangalore",Bangalore,95%,(742 votes),₹ 400 fee
Dr. Nandini S,Dentist,"BDS, MDS - Orthodontics",26 Years Experience Overall  (21 years as specialist),"Bellandur, Bangalore",Bangalore,100%,(51 votes),₹ 400 fee
Dr. Suman Makam,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",24 Years Experience Overall  (23 years as specialist),"Jayanagar 5 Block, Bangalore",Bangalore,96%,(49 votes),₹ 400 fee
Dr. Jinesh Babu R,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",9 Years Experience Overall  (3 years as specialist),"Sadashivanagar, Bangalore",Bangalore,98%,(42 votes),₹ 300 fee
Dr. Sumukh M,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",12 Years Experience Overall,"Basaveshwaranagar, Bangalore",Bangalore,99%,(237 votes),₹ 300 fee
Dr. Vasavi Sravya Arveti,Dentist,BDS,11 Years Experience Overall  (8 years as specialist),"Thanisandra, Bangalore",Bangalore,97%,(272 votes),₹ 300 fee
Dr. Jaikishan Shetty,Dentist,BDS,27 Years Experience Overall,"Koramangala 1 Block, Bangalore",Bangalore,97%,(272 votes),₹ 200 fee
Dr. Sarah Stanislas,Dentist,BDS,10 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,100%,(32 votes),₹ 300 fee
Dr. Reena John,Dentist,BDS,29 Years Experience Overall  (27 years as specialist),"Indiranagar, Bangalore",Bangalore,99%,(217 votes),₹ 500 fee
Dr. Sangeeta Khar,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology",26 Years Experience Overall  (25 years as specialist),"Kasturi nagar, Bangalore",Bangalore,96%,(162 votes),₹ 500 fee
Dr. Shreyas Rajaram,Dentist,"BDS, MDS - Orthodontics",13 Years Experience Overall  (11 years as specialist),"Banaswadi, Bangalore",Bangalore,98%,(92 votes),₹ 300 fee
Dr. Shylesh Shetty,Dentist,"BDS, MDS - Conservative Dentistry ",24 Years Experience Overall  (23 years as specialist),"Indiranagar, Bangalore",Bangalore,99%,(1431 votes),₹ 1000 fee
Dr. Neeraja Raju,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",29 Years Experience Overall,"BTM Layout, Bangalore",Bangalore,98%,(1041 votes),₹ 250 fee
Dr. Nasiha Fathima Z,Dentist,"BDS, MDS - Periodontics",13 Years Experience Overall  (12 years as specialist),"Bilekahalli, Bangalore",Bangalore,99%,(114 votes),₹ 250 fee
Dr. Lokesh Babu,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",24 Years Experience Overall  (23 years as specialist),"Whitefield, Bangalore",Bangalore,99%,(129 votes),₹ 850 fee
Dr. Jayashankar B V,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",12 Years Experience Overall,"Millers Road, Bangalore",Bangalore,99%,(129 votes),₹ 700 fee
Dr. Abhishek B,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology, Fellowship in Oral implantlogy",16 Years Experience Overall  (10 years as specialist),"Rajajinagar, Bangalore",Bangalore,100%,(165 votes),₹ 200 fee
Dr. Satish M S,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",19 Years Experience Overall  (18 years as specialist),"Hebbal, Bangalore",Bangalore,97%,(29 votes),₹ 1000 fee
Dr. Kasipathy Kasina,Dentist,"BDS, Fellowship in Medical Cosmetology (FMC)",19 Years Experience Overall  (18 years as specialist),"RT Nagar, Bangalore",Bangalore,97%,(71 votes),₹ 500 fee
Dr. Madhusudhan,Dentist,BDS,25 Years Experience Overall  (24 years as specialist),"Vijayanagar, Bangalore",Bangalore,97%,(216 votes),₹ 500 fee
Dr. Ratan Salecha,Dentist,"BDS, Post Graduate Diploma In Aesthetic & Restorative Dentistry",21 Years Experience Overall,"Basavanagudi, Bangalore",Bangalore,94%,(167 votes),₹ 300 fee
Dr. Pooja Srinivas,Dentist,BDS,12 Years Experience Overall  (11 years as specialist),"Hanumanthnagar, Bangalore",Bangalore,98%,(187 votes),₹ 300 fee
Dr. Anirban Chatterjee,Dentist,"BDS, MDS - Periodontics",30 Years Experience Overall  (29 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,81%,(26 votes),₹ 500 fee
Dr. Raghavendra,Dentist,BDS,14 Years Experience Overall  (12 years as specialist),"RT Nagar, Bangalore",Bangalore,97%,(343 votes),₹ 200 fee
Dr. Nahid Azeeza Khan,Dentist,BDS,15 Years Experience Overall,"Koramangala, Bangalore",Bangalore,99%,(97 votes),₹ 500 fee
Dr. Rajeshri Kamath,Dentist,"BDS, Post Graduate Diploma In Aesthetic & Restorative Dentistry",31 Years Experience Overall,"Malleshpalya, Bangalore",Bangalore,95%,(164 votes),₹ 300 fee
Dr. Khyathi J Rao,Dentist,BDS,16 Years Experience Overall,"Vijayanagar, Bangalore",Bangalore,99%,(232 votes),₹ 300 fee
Dr. Sridevi Shetty,Dentist,"MDS - Periodontics, BDS",16 Years Experience Overall  (15 years as specialist),"Sahakaranagar, Bangalore",Bangalore,98%,(62 votes),₹ 300 fee
Dr. Bhavana Patil,Dentist,BDS,15 Years Experience Overall,"Hebbal Kempapura, Bangalore",Bangalore,98%,(81 votes),₹ 500 fee
Dr. Shobha Nangrani,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",20 Years Experience Overall  (19 years as specialist),"Brookefield, Bangalore",Bangalore,93%,(582 votes),₹ 400 fee
Dr. Mahesh C.M,Dentist,"BDS, MDS",28 Years Experience Overall,"Banashankari 3rd Stage, Bangalore",Bangalore,98%,(55 votes),₹ 250 fee
Dr. Prithvi B S,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",19 Years Experience Overall  (18 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,98%,(95 votes),₹ 500 fee
Dr. Kiran Kumar,Dentist,BDS,19 Years Experience Overall,"Bannerghatta Road, Bangalore",Bangalore,99%,(369 votes),₹ 300 fee
Dr. Madhumalar,Dentist,BDS,18 Years Experience Overall,"Bellandur, Bangalore",Bangalore,99%,(74 votes),₹ 200 fee
Dr. Savitha S Bhat,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",24 Years Experience Overall  (23 years as specialist),"Bommanahalli, Bangalore",Bangalore,96%,(72 votes),₹ 400 fee
Dr. Sajan Subbaiah,Dentist,BDS,15 Years Experience Overall  (14 years as specialist),"Koramangala, Bangalore",Bangalore,99%,(261 votes),₹ 350 fee
Dr. Sreesha N,Dentist,"BDS, MDS - Periodontics",19 Years Experience Overall  (18 years as specialist),"Yelahanka New Town, Bangalore",Bangalore,100%,(15 votes),₹ 300 fee
Dr. V. Ravinder,Dentist,"BDS, MDS - Orthodontics, MOrth, Certificate of Oral Implantology",24 Years Experience Overall  (22 years as specialist),"Whitefield, Bangalore",Bangalore,99%,(2105 votes),₹ 600 fee
Dr. Srimani,Dentist,BDS,24 Years Experience Overall,"JP Nagar 1 Phase, Bangalore",Bangalore,96%,(95 votes),₹ 200 fee
Dr. Pragya Pathak,Dentist,"BDS, Fellowship in Oral implantlogy, MDS - Periodontics",9 Years Experience Overall  (8 years as specialist),"Indiranagar, Bangalore",Bangalore,98%,(168 votes),₹ 1000 fee
Dr. Rohit Prasad,Dentist,"BDS, MDS - Periodontology and Oral Implantology",15 Years Experience Overall  (14 years as specialist),"Hennur, Bangalore",Bangalore,100%,(101 votes),₹ 250 fee
Dr. Jagadish N,Dentist,BDS,15 Years Experience Overall  (14 years as specialist),"Kadugodi, Bangalore",Bangalore,97%,(215 votes),₹ 300 fee
Dr. Swamy M.E.S,Dentist,BDS,23 Years Experience Overall,"Marathahalli, Bangalore",Bangalore,99%,(231 votes),₹ 500 fee
Dr. Jagan Mohan Reddy,Dentist,"BDS, MDS - Prosthodontics",20 Years Experience Overall  (19 years as specialist),"CV Raman Nagar, Bangalore",Bangalore,97%,(358 votes),₹500
Dr. Vijai Jeevan,Dentist,BDS,30 Years Experience Overall  (29 years as specialist),"Marathahalli, Bangalore",Bangalore,94%,(266 votes),₹ 500 fee
Dr. Chandni Vohra Reddy,Dentist,"BDS, MDS",15 Years Experience Overall,"BTM Layout 2nd Stage, Bangalore",Bangalore,97%,(100 votes),₹ 200 fee
Dr. Priya Bansal,Dentist,BDS,17 Years Experience Overall,"Koramangala, Bangalore",Bangalore,99%,(447 votes),₹ 500 fee
Dr. Salil Choudhary,Dentist,BDS,12 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,89%,(28 votes),₹ 300 fee
Dr. Juno S,Dentist,BDS,21 Years Experience Overall,"RT Nagar, Bangalore",Bangalore,89%,(28 votes),₹ 400 fee
Dr. Thabitha Rao,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",8 Years Experience Overall  (3 years as specialist),"Ramamurthy Nagar, Bangalore",Bangalore,95%,(19 votes),₹ 300 fee
Dr. Sandeep B R,Dentist,BDS,20 Years Experience Overall  (19 years as specialist),"Jayanagar 2 Block, Bangalore",Bangalore,100%,(28 votes),₹ 400 fee
Dr. Vipin Jain K,Dentist,"BDS, MDS - Public Health Dentistry",16 Years Experience Overall  (8 years as specialist),"Rajajinagar, Bangalore",Bangalore,97%,(39 votes),₹ 300 fee
Dr. Sharon Colaco Dias,Dentist,BDS,34 Years Experience Overall  (33 years as specialist),"Old Airport Road, Bangalore",Bangalore,96%,(447 votes),₹ 600 fee
Dr. M S Vishwas,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",24 Years Experience Overall  (23 years as specialist),"Hebbal Kempapura, Bangalore",Bangalore,100%,(36 votes),₹ 300 fee
Dr. Asha C.K,Dentist,BDS,32 Years Experience Overall,"Kammana Halli, Bangalore",Bangalore,99%,(380 votes),₹ 250 fee
Dr. Madhavi V Kadur,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",20 Years Experience Overall,"Kanakpura Road, Bangalore",Bangalore,100%,(25 votes),₹ 200 fee
Dr. Deepak Nath,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",32 Years Experience Overall  (31 years as specialist),"JP Nagar, Bangalore",Bangalore,94%,(386 votes),₹ 300 fee
Dr. S. R. Sairam,Dentist,BDS,25 Years Experience Overall  (23 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(599 votes),₹ 200 fee
Dr. Manju P B,Dentist,BDS,4 Years Experience Overall,"Nagarbhavi 2nd Stage, Bangalore",Bangalore,100%,(11 votes),₹ 200 fee
Dr. Harshita Choudhary,Dentist,BDS,23 Years Experience Overall  (22 years as specialist),"Koramangala, Bangalore",Bangalore,97%,(684 votes),₹500
Dr. Prashanth G.S,Dentist,"MDS - Orthodontics, BDS, MOrth",21 Years Experience Overall  (19 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,98%,(119 votes),₹ 300 fee
Dr. Dinesh M R,Dentist,"BDS, MDS - Orthodontics",37 Years Experience Overall  (31 years as specialist),"Jayanagar 2 Block, Bangalore",Bangalore,98%,(119 votes),₹ 350 fee
Dr. Smitha Shetty,Dentist,"BDS, MDS - Orthodontics",20 Years Experience Overall  (19 years as specialist),"Vijayanagar, Bangalore",Bangalore,100%,(115 votes),₹300
Dr. Annapoorna Katwa,Dentist,BDS,20 Years Experience Overall  (19 years as specialist),"Electronics City, Bangalore",Bangalore,99%,(718 votes),₹ 400 fee
Dr. Shambhu H Shivanna,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",24 Years Experience Overall,"Jayanagar 9 Block, Bangalore",Bangalore,98%,(612 votes),₹ 400 fee
Dr. Raghunandana D Karantha,Dentist,BDS,34 Years Experience Overall,"Vijayanagar, Bangalore",Bangalore,99%,(229 votes),₹500
Dr. Neha Singh,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",10 Years Experience Overall  (6 years as specialist),"Hegde Nagar, Bangalore",Bangalore,99%,(398 votes),₹350
Dr. Shyam Padmanabhan,Dentist,"BDS, MDS - Periodontics",25 Years Experience Overall  (21 years as specialist),"New Thippasandra, Bangalore",Bangalore,99%,(635 votes),₹500
Dr. Keerthi R,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",18 Years Experience Overall  (16 years as specialist),"Vijayanagar, Bangalore",Bangalore,100%,(51 votes),₹300
Dr. Rolly Sharma,Dentist,BDS,10 Years Experience Overall,"Electronics City, Bangalore",Bangalore,100%,(51 votes),₹ 250 fee
Dr. Srinivas K,Dentist,"BDS, MDS - Oral Medicine and Radiology",26 Years Experience Overall  (20 years as specialist),"Old Airport Road, Bangalore",Bangalore,99%,(341 votes),₹ 600 fee
Dr. Akhilesh Sharma,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",19 Years Experience Overall  (18 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,95%,(37 votes),₹ 650 fee
