Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Rajesh Madan,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology, Fellowship In Interventional  Cardiology",18 Years Experience Overall  (16 years as specialist),"Dwarka, Delhi",Delhi,88%,(187 votes),₹ 700 fee
Dr. Naveen Bhamri,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",24 Years Experience Overall  (15 years as specialist),"Shalimar Bagh, Delhi",Delhi,97%,(116 votes),₹ 1500 fee
Dr. Chandrashekhar,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology, FACC",19 Years Experience Overall  (16 years as specialist),"Shalimar Bagh, Delhi",Delhi,86%,(22 votes),₹ 1200 fee
Dr. Umesh Gupta,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",52 Years Experience Overall  (44 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,100%,(72 votes),₹ 2000 fee
Dr. Sameer Gupta,Cardiologist,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine), Diplomate in Cardiovascular Disease, Diplomate in Interventional Cardiology, Diplomate, American Board of Endovascular Medicine ",20 Years Experience Overall  (10 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,100%,(25 votes),₹ 2000 fee
Dr. Rashi Khare,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",17 Years Experience Overall  (9 years as specialist),"Shalimar Bagh, Delhi",Delhi,100%,(25 votes),₹ 1000 fee
Dr. Sudhansu Sekhar Parida,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",18 Years Experience Overall  (6 years as specialist),"Shalimar Bagh, Delhi",Delhi,95%,(22 votes),₹ 800 fee
Dr. Aparna Jaswal,Cardiologist,"MBBS, MD - Medicine, DNB - Cardiology",28 Years Experience Overall  (19 years as specialist),"Okhla, Delhi",Delhi,98%,(406 votes),₹ 1500 fee
Dr. Rajeev Kumar Rajput,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",35 Years Experience Overall  (29 years as specialist),"New Friends Colony, Delhi",Delhi,82%,(22 votes),₹ 2000 fee
Dr. Ashok K Omar,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",40 Years Experience Overall  (35 years as specialist),"Okhla, Delhi",Delhi,82%,(22 votes),₹ 1500 fee
Dr. Sunil Kumar Agarwal,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",23 Years Experience Overall,"Saket, Delhi",Delhi,82%,(22 votes),₹ 1500 fee
Dr. Anil Saxena,Cardiologist,"MBBS, MD - Medicine, DNB - Cardiology",41 Years Experience Overall  (29 years as specialist),"Okhla, Delhi",Delhi,82%,(22 votes),₹ 1500 fee
Dr. Ripen Gupta,Cardiologist,"MBBS, MD - Medicine, FNB - Interventional  Cardiology, DM - Cardiology",25 Years Experience Overall  (24 years as specialist),"Saket, Delhi",Delhi,82%,(22 votes),₹ 1200 fee
Dr. Peeyush Jain,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",44 Years Experience Overall  (35 years as specialist),"Okhla, Delhi",Delhi,82%,(22 votes),₹ 1500 fee
Dr. Parneesh Arora,Cardiologist,"MBBS, MD - Medicine, DNB - Cardiology, DM - Cardiology",32 Years Experience Overall  (23 years as specialist),"Patparganj, Delhi",Delhi,100%,(96 votes),₹ 1200 fee
Dr. Bipin Dubey,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",37 Years Experience Overall  (23 years as specialist),"Dwarka Sector 6, Delhi",Delhi,83%,(24 votes),₹ 1100 fee
Dr. Anupam Goel,Cardiologist,DM - Cardiology,25 Years Experience Overall  (20 years as specialist),"Saket, Delhi",Delhi,83%,(24 votes),₹ 1200 fee
Dr. Rajiv Agarwal,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology, Fellowship In Interventional  Cardiology",33 Years Experience Overall  (32 years as specialist),"Saket, Delhi",Delhi,83%,(24 votes),₹ 1200 fee
Dr. Ashok Khera,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",41 Years Experience Overall  (21 years as specialist),"Okhla, Delhi",Delhi,83%,(24 votes),₹ 1500 fee
Dr. S S Murthy,Cardiologist,"MBBS, DNB - General Medicine, DNB - Cardiology",26 Years Experience Overall  (10 years as specialist),"Dwarka Sector 12, Delhi",Delhi,83%,(24 votes),₹ 1200 fee
Dr. Samanjoy Mukherjee,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",32 Years Experience Overall  (21 years as specialist),"Dwarka Sector 6, Delhi",Delhi,83%,(24 votes),₹ 1100 fee
Dr. Sarita Gulati,Cardiologist,"MBBS, DM - Cardiology",31 Years Experience Overall  (21 years as specialist),"Dwarka Sector 6, Delhi",Delhi,37%,(19 votes),₹ 1100 fee
Dr. Vishal Rastogi,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",26 Years Experience Overall  (18 years as specialist),"Okhla, Delhi",Delhi,37%,(19 votes),₹ 1500 fee
Dr. Devendra Kumar Agrawal,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",15 Years Experience Overall  (10 years as specialist),"Shalimar Bagh, Delhi",Delhi,37%,(19 votes),₹ 1200 fee
Dr. Vivudh Pratap Singh,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",20 Years Experience Overall  (7 years as specialist),"Okhla, Delhi",Delhi,37%,(19 votes),₹ 1500 fee
Dr. Sanjeeva Kumar Gupta,Cardiologist,"MBBS, DM - Cardiology, MD - General Medicine",16 Years Experience Overall,"Punjabi Bagh, Delhi",Delhi,37%,(19 votes),₹ 1200 fee
Dr. Alok Chopra,Cardiologist,"MBBS, Diploma in Cardiology",41 Years Experience Overall,"Safdarjung Enclave, Delhi",Delhi,37%,(19 votes),₹ 2000 fee
Dr. Sameer Mehrotra,Cardiologist,"MBBS, DM - Cardiology, MD - General Medicine",23 Years Experience Overall  (12 years as specialist),"Pusa Road, Delhi",Delhi,98%,(40 votes),₹ 1500 fee
Dr. Sameer Shrivastava,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",37 Years Experience Overall  (28 years as specialist),"Saket, Delhi",Delhi,93%,(15 votes),₹ 2000 fee
Dr. Arif Mustaqueem,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",27 Years Experience Overall  (12 years as specialist),"Saket, Delhi",Delhi,93%,(15 votes),₹ 1200 fee
Dr. Subhash Chandra,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology, DM - Cardiology",39 Years Experience Overall  (31 years as specialist),"Pusa Road, Delhi",Delhi,93%,(15 votes),₹ 2200 fee
Dr. Amar Parihar,Cardiologist,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",32 Years Experience Overall  (24 years as specialist),"Lajpat Nagar, Delhi",Delhi,93%,(15 votes),₹ 1000 fee
Dr. Arif Wahab,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",18 Years Experience Overall  (8 years as specialist),"Sarita Vihar, Delhi",Delhi,93%,(15 votes),₹ 2000 fee
Dr. Arvind Das,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",24 Years Experience Overall,"Saket, Delhi",Delhi,97%,(34 votes),₹ 1000 fee
Dr. K K Saxena,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",43 Years Experience Overall  (35 years as specialist),"Sarita Vihar, Delhi",Delhi,97%,(34 votes),₹ 2000 fee
Dr. Aseem Dhall,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",31 Years Experience Overall  (26 years as specialist),"Vasant Kunj, Delhi",Delhi,100%,(52 votes),₹ 1500 fee
Dr. Nishith Chandra,Cardiologist,"MBBS, DM - Cardiology, MD - Pediatrics",29 Years Experience Overall  (28 years as specialist),"Okhla, Delhi",Delhi,98%,(1498 votes),₹ 1500 fee
Dr. Atul Mathur,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",39 Years Experience Overall  (31 years as specialist),"Okhla, Delhi",Delhi,90%,(21 votes),₹ 1500 fee
Dr. Vineet Malik,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",21 Years Experience Overall  (16 years as specialist),"Pitampura, Delhi",Delhi,88%,(17 votes),₹ 1200 fee
Dr. Sukriti Bhalla,Cardiologist,"Doctor of Medicine, DNB - General Medicine, DNB - Cardiology",16 Years Experience Overall  (3 years as specialist),"Rajouri Garden, Delhi",Delhi,88%,(17 votes),₹ 1000 fee
Dr. C. B. Munjewar,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",17 Years Experience Overall  (9 years as specialist),"Ghatkopar, Mumbai",Mumbai,98%,(44 votes),₹ 1500 fee
Dr. Ankur Phatarpekar,Cardiologist,"DM - Cardiology, MBBS",19 Years Experience Overall  (6 years as specialist),"Prabhadevi, Mumbai",Mumbai,100%,(46 votes),₹ 1500 fee
Dr. Surinder Hansra,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",24 Years Experience Overall  (13 years as specialist),"Kandivali East, Mumbai",Mumbai,95%,(102 votes),₹ 1000 fee
Dr. Nitesh B. Karnire,Cardiologist,"MBBS, DM - Cardiology, MD - General Medicine, Fellowship In Interventional  Cardiology",14 Years Experience Overall  (5 years as specialist),"Bandra East, Mumbai",Mumbai,95%,(102 votes),₹ 1000 fee
Dr. Hasmukh Ravat,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",41 Years Experience Overall  (30 years as specialist),"Mulund West, Mumbai",Mumbai,95%,(102 votes),₹ 1500 fee
Dr. Kamales Kumar Saha,Cardiologist,"MBBS, MS - General Surgery, DNB - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",37 Years Experience Overall  (27 years as specialist),"Goregaon East, Mumbai",Mumbai,91%,(22 votes),₹ 3300 fee
Dr. Irfan Khan,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",20 Years Experience Overall  (8 years as specialist),"Powai, Mumbai",Mumbai,100%,(12 votes),₹ 2600 fee
Dr. Harin Vyas,Cardiologist,"MBBS, MRCP (UK), CCT - Cardiology",17 Years Experience Overall  (8 years as specialist),"Mulund West, Mumbai",Mumbai,100%,(12 votes),₹ 2000 fee
Dr. Rushikesh Patil,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",19 Years Experience Overall  (9 years as specialist),"Powai, Mumbai",Mumbai,100%,(12 votes),₹ 2600 fee
Dr. Aditya Dhawale,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",14 Years Experience Overall  (2 years as specialist),"Ghatkopar West, Mumbai",Mumbai,100%,(12 votes),₹ 1000 fee
Dr. Ashish Agrawal,Cardiologist,"DM - Cardiology, MD - Medicine, MBBS",20 Years Experience Overall  (9 years as specialist),"Mulund West, Mumbai",Mumbai,98%,(391 votes),₹ 1500 fee
Dr. Praveen Kulkarni,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",21 Years Experience Overall  (11 years as specialist),"Parel, Mumbai",Mumbai,95%,(21 votes),₹ 1850 fee
Dr. Nilesh Gautam,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",22 Years Experience Overall  (19 years as specialist),"Mahim, Mumbai",Mumbai,95%,(21 votes),₹ 1300 fee
Dr. Ramesh Kawar,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",26 Years Experience Overall  (24 years as specialist),"Malad West, Mumbai",Mumbai,81%,(43 votes),₹ 1500 fee
Dr. Ganesh Manudhane,Cardiologist,"MD - General Medicine, MBBS, DM - Cardiology",12 Years Experience Overall  (3 years as specialist),"Goregaon, Mumbai",Mumbai,81%,(43 votes),₹ 1500 fee
Dr. Shoaib Padaria Fakhruddin,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",41 Years Experience Overall  (34 years as specialist),"Tardeo, Mumbai",Mumbai,82%,(17 votes),₹ 1500 fee
Dr. Ganesh Kumar A.V,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",21 Years Experience Overall,"Powai, Mumbai",Mumbai,82%,(17 votes),₹ 2600 fee
Dr. Suresh Vijan,Cardiologist,"MD - Medicine,  FRCP, FACC",32 Years Experience Overall  (6 years as specialist),"Mulund West, Mumbai",Mumbai,82%,(17 votes),₹ 1500 fee
Dr. Snehal Kothari,Cardiologist,"DM - Cardiology, DNB - Cardiology, MD - Medicine, FACC, Fellowship In Interventional  Cardiology",22 Years Experience Overall  (21 years as specialist),"Mahim, Mumbai",Mumbai,99%,(179 votes),₹ 1800 fee
Dr. Chetan Bhambure,Cardiologist,"MBBS, MD - Medicine, DNB - Cardiology",26 Years Experience Overall  (13 years as specialist),"Mira Road, Mumbai",Mumbai,99%,(179 votes),₹ 1000 fee
Dr. Swati Garekar,Cardiologist,"MBBS, Diplomater, American Board of Cardiology",27 Years Experience Overall  (14 years as specialist),"Mulund West, Mumbai",Mumbai,99%,(179 votes),₹ 1500 fee
Dr. Atul Limaye,Cardiologist,"MBBS, DM - Cardiology, MRCP (UK)",22 Years Experience Overall,"Mulund West, Mumbai",Mumbai,99%,(179 votes),₹ 1500 fee
Dr. Patil Amit,Cardiologist,"DM - Cardiology, MBBS, MD - General Medicine",12 Years Experience Overall  (3 years as specialist),"Chembur, Mumbai",Mumbai,99%,(179 votes),₹ 1500 fee
Dr. Swarup Pal,Cardiologist,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",17 Years Experience Overall  (9 years as specialist),"Powai, Mumbai",Mumbai,99%,(179 votes),₹ 1900 fee
Dr. Anup Taksande,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",20 Years Experience Overall  (13 years as specialist),"Mira Road, Mumbai",Mumbai,99%,(179 votes),₹ 750 fee
Dr. Deepak R Shejol,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology, DNB - Cardiology",11 Years Experience Overall  (6 years as specialist),"Kurla West, Mumbai",Mumbai,99%,(179 votes),₹ 1500 fee
Dr. Ashish Mishra,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",4 Years Experience Overall,"Mira Road, Mumbai",Mumbai,99%,(179 votes),₹ 1000 fee
Dr. Mukul Kaushik,Cardiologist,"MBBS, DNB - General Medicine, DNB - Cardiology",26 Years Experience Overall  (9 years as specialist),"Powai, Mumbai",Mumbai,99%,(179 votes),₹ 2600 fee
Dr. Nitin Nanasaheb Bote,Cardiologist,"MD - General Medicine, DM - Cardiology, MBBS",15 Years Experience Overall  (6 years as specialist),"Mahim, Mumbai",Mumbai,92%,(13 votes),₹ 1800 fee
Dr. Pradeep Kumar Hasija,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",38 Years Experience Overall  (19 years as specialist),"Mahim, Mumbai",Mumbai,92%,(13 votes),₹ 3300 fee
Dr. Ravish Ramesh Rawal,Cardiologist,"MBBS, DM - Cardiology",17 Years Experience Overall  (9 years as specialist),"Malad, Mumbai",Mumbai,92%,(13 votes),₹ 2000 fee
Dr. Vishwanath Yadav,Cardiologist,"MBBS, DNB - General Medicine, DNB - Cardiology",10 Years Experience Overall  (8 years as specialist),"Malad West, Mumbai",Mumbai,92%,(13 votes),₹ 3000 fee
Dr. Haresh Mehta,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",33 Years Experience Overall  (24 years as specialist),"Mahim, Mumbai",Mumbai,92%,(13 votes),₹ 3300 fee
