Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Chinmay Kulkarni,Psychiatrist,"DPM (Psychiatry), MBBS",14 Years Experience Overall  (6 years as specialist),"Powai, Mumbai",Mumbai,99%,(188 votes),₹ 1300 fee
Dr. Smruti Karambelkar,Psychiatrist,"MBBS, M.D. (Psychiatry)",12 Years Experience Overall  (7 years as specialist),"Andheri West, Mumbai",Mumbai,99%,(188 votes),₹ 1500 fee
Dr. Adita Agrawal,Psychiatrist,"MBBS, DNB - Psychiatry",14 Years Experience Overall  (10 years as specialist),"Jogeshwari West, Mumbai",Mumbai,83%,(24 votes),₹ 1500 fee
Dr. Nikunj Gokani,Psychiatrist,"M.D. (Psychiatry), MBBS",5 Years Experience Overall  (2 years as specialist),"Chembur East, Mumbai",Mumbai,100%,(37 votes),₹ 1500 fee
Dr. Priyadarshani Jain,Psychiatrist,"M.D. (Psychiatry), MBBS, DPM (Psychiatry)",18 Years Experience Overall  (10 years as specialist),"Andheri East, Mumbai",Mumbai,99%,(173 votes),₹ 3000 fee
Dr. Anita Sukhwani,Psychiatrist,"MBBS, DPM (Psychiatry)",32 Years Experience Overall  (26 years as specialist),"Mahalaxmi, Mumbai",Mumbai,94%,(199 votes),₹ 3000 fee
Dr. Nimisha Nair,Psychiatrist,"MBBS, DPM (Psychiatry)",2 Years Experience Overall,"Borivali West, Mumbai",Mumbai,94%,(199 votes),₹ 1500 fee
Dr. Parijat Roy,Psychiatrist,"M.D. (Psychiatry), MBBS",9 Years Experience Overall  (1 year as specialist),"Dadar West, Mumbai",Mumbai,94%,(199 votes),₹ 1500 fee
Dr. Shefali Shah,Psychiatrist,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (10 years as specialist),"Malad East, Mumbai",Mumbai,94%,(199 votes),₹ 1500 fee
Dr. Dean Creado,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry",19 Years Experience Overall  (18 years as specialist),"Bandra West, Mumbai",Mumbai,94%,(199 votes),₹ 1800 fee
Dr. Rohit Deshmukh,Psychiatrist,"M.D. (Psychiatry), MBBS, DNB - Psychiatry",6 Years Experience Overall  (2 years as specialist),"Malad, Mumbai",Mumbai,100%,(11 votes),₹ 1500 fee
Dr. Vinita Pawar,Psychiatrist,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",5 Years Experience Overall  (2 years as specialist),"Borivali West, Mumbai",Mumbai,100%,(11 votes),₹ 1500 fee
Dr. Sudheendra Huddar,Psychiatrist,"MBBS, M.D. (Psychiatry), DM - Addiction Psychiatry",5 Years Experience Overall  (4 years as specialist),"Bandra West, Mumbai",Mumbai,100%,(11 votes),₹ 1200 fee
